"tac";"handset_brand";"handset_model";"reporting_body";"approved_in";"gsm450";"gsm850";"gsm900";"gsm1800";"gsm1900";"gsmr";"gsm3";"foma";"iden800";"cdma800";"cdma1800";"cdma1900";"tdma";"satellite"
"'350970";"Hewlett-Packard";"Jornada 928";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'350972";"KBT Mobile";"K880";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'350977";"Group Sense";"e688";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'350979";"SangFei";"Q200";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'350983";"Vertu";"MMII";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351002";"Followit";"MRS 900 / 1800";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351006";"Shintom";"GD3000 Talk";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351015";"Tel.Me";"T909c";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351023";"Guangzhou";"SG 6088";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351024";"Davis";"J700";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351026";"Intercel";"Gem";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351027";"Peiker";"TPU-WISMO2C2";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351029";"Enfora";"Enabler-G";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351033";"Brand New World";"AW 30.001";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351044";"ASE Telecom";"AGP-233D";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351046";"Silentoil";"SAM Mazout 1.3";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351055";"Elcom Mobility";"M-Toll";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351056";"DigiCore";"Ctrack SOLO";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351057";"Lexibook";"TAB1000";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351079";"Westermo Teleindustri";"GD-01";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351080";"Trimble Navigation";"Crosscheck GPRS";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351086";"ChinaLink";"CV-801";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351087";"Tellumat";"M744 Desktop phone";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351091";"Helicom";"Heliscan-M";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351092";"Palm";"i710";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351099";"Fargo";"Maestro 20";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351131";"Everkom";"MGD-100";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351136";"Cesscom";"UBIQ-5000G";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351156";"Toshi";"T23";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351157";"Mirae";"MGH-800";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351162";"GLOBALcom";"Wave Finder";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351163";"Hoft & Wessel";"Skeye.express";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351164";"Mytop";"628";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351170";"Xingtong";"999";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351173";"Flextronics";"Phone 1";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351184";"CCT";"C8118";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351205";"Bright";"T99";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351226";"Mitac";"IP 700 series";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351272";"Belcom";;"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351275";"E-TEN";"P603";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351279";"Starteldata";"STG1788";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351292";"Yinvestment";"PD30";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351294";"Ulycom";"V11";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351306";"Vincent Forum";"V007";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351311";"Hon Hai";"CB003";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351313";"VascoTrack";"V502U1";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351319";"Panda";"EMOL98";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351331";"Sino Electronics";"Lushan 1";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351334";"Smart";"BUDDY3388";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351355";"Funai";"7701 GSM";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351358";"Psitek";"Fusion 100";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351362";"Digicom";"Archimede";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351394";"TIConnect";"Socket GSM DF74S / DF74P";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351396";"IWOW";"ITSC210";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351397";"Magnatec";"SecuPack SP1";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351401";"Wonu Telecom";"WGM-1895";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351403";"Inventia";"MT-101 MT-201";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351415";"Plasus";"PL-1 GSM";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351416";"Ezze Mobile";"Ezio E78";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351418";"eDevice";"eDBox 30x";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351420";"Dr. Neuhaus";"DNT3105";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351422";"OKO";"2101 / 2201 / 4201";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'351424";"Newgen";"Dragon S310";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35151201";"Infinity";"Catty / Ninja Backu";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35153503";"Maximus";"C45";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35155500";"Intervox";"BACKUP GSM";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35155700";"Sciencetel";"STG-180";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35155800";"Panabiz";"DB-2009F";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35155801";"Emporia";"Life";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35156900";"Wongs Electronics";"C2188";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35157200";"Brodersen";"UCM-93.9xx";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35157400";"The Pinpoint Company";"Free Walker";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35157600";"Leadtek";"AVL9568";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35159304";"HXTel";"L100 / L200 / L300 / H1";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35159704";"Sotel";"F9 / A990 / N95y+ / E13";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35160300";"Hellmertz";"GSM Alarm";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35160700";"Technolog";"Cello";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35160900";"Simcom";"ITM100 GSM / GPRS";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35161200";"LiteOn";"BPL A318";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35161404";"Sixbulls";"SL1000 / S5130 / F100 / F200";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35161804";"LEPHONE";"U808";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35162700";"RATEL";"Raks 9745 / 9745 camera";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35166802";"Hualu";"C1688";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35167000";"Spetrotec";"Big Watcher";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35167604";"G.mobile";"G7 / G16 / G17 / G18";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35167800";"GeoTrax";"CashTraker";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35169204";"LTK";"F2+ / F10 / F33";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35169300";"Pikotec";"Temp / Molok / Temp / Uponor";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35169700";"Alphacell";"M5";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35169704";"ACE";"Z9700 / Z9630";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35170403";"Pagaria";"P2700";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35170500";"Giga";"Kika K-600";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35170504";"T-one";"F608";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35170704";"FORME";"N78";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35171300";"Xacom";"Compact Modem";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35172104";"MAXX";"MX470";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35172600";"Keben";"680";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35173103";"redstar";"U809";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35173201";"BenQ-Siemens";"C81";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35173300";"Edinburgh";"dataCOM";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35173800";"ASUSTeK";"GEM01";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35174100";"Techno Trade";"TBox";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35174200";"C-ONE";"Compact GPRS";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35175000";"TETA Elektronik";"MultiPOS";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35175900";"SK Teletech";"Sky";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35177303";"Voice Mobile";"V-41";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35178300";"CellSecure";"SMS Communicator / Security Alarm Panel / Mobile Unit";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35179404";"G'Alif";"G555 / G303";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35180800";"Adcon";"A733";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35181000";"BSquare";"Maui";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35183800";"Scientific and Technical Centre";"SMP";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35184200";"Codacom";"C100";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35184202";"Orpat";"P-56";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35186600";"NK";"V88";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35188700";"Securite";"GPRS 800";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35189504";"oGGo";"A300 / A600 / A900 / A1000 / A2000";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35191301";"Jinpeng";"S3180";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35192400";"Al-Ahram";"D-Wan GSM001";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35193301";"Holleycomm";"H5000";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35193900";"Q Electronics";"Smart Phone";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35200400";"Airam";"TSM1";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35202701";"Ezio";"E800";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35203100";"Taitung";"Taimax K336 / Kejian K336";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35203403";"Akasaki";"i009";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35204200";"Morion";"AT-100";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35204700";"City Capital Consultant";"GPSmart";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35204900";"Multi";"MA-X GSM";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35205000";"TransAsia";"MG7";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35205500";"Altec";"AL70xxS / P";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35208004";"SANMENG";"M888";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35209101";"Amoi";"MD-1";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"'35209904";"Wings";"101 / 102 / 103 / 105";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35210100";"Tess Electronics";"GM9-18";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35211404";"V-2";"V517 / V518 / V519 / V520";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35211800";"Standard Radio Telecom";"Enermet M100-G GSM / GPRS Modem";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35212103";"Jupiter";"x-11";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0"
"'35212300";"Trec Elettronica";"DVR501 / DVR502 / DVR503 / DVR505 / DVR506 / DVR5010";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35213500";"Tivomatic";"Caiku GSM T2";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35213600";"Triorail";"TRM:1";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35213804";"U-NINE";"U71 / U71I / U51 / U900";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35214900";"Adbon";"ADBON";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35216000";"Ubi Lab";"EM-P900";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35218700";"Zircon";"Z3";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35218800";"ECCOM";"Basis";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35219000";"ESCO";"EW02";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35219200";"OKWAP";"A263";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35219600";"Primus";"PTL888";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35221100";"Ultra";"TalkTrack - Model 1540";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35221600";"Sobao";"A988";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35222503";"KDI";"T718+";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35224800";"Systex";"XG655";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35226203";"IQ Mobile";"K300";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35227400";"York Refrigeration, Marine & Controls";"ComPosIT / RefBox Controller";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35227404";"MATRIX ";"M1 / M2 / M3 / M6";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
