"tac";"handset_brand";"handset_model";"reporting_body";"approved_in";"gsm450";"gsm850";"gsm900";"gsm1800";"gsm1900";"gsmr";"gsm3";"foma";"iden800";"cdma800";"cdma1800";"cdma1900";"tdma";"satellite"
"'35380803";"TOP-1";"003";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35381100";"CATS";"Module MO110D";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35382400";"New East Star";"SED T606+";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35383503";"Day Mobile";"E88";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35383603";"Hansum";"M10";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35384203";"Sunstel";"S009";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35384603";"Intec";"IN 13";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35384800";"Everwish";"Palmax TG268";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35385600";"Geo";"GV500";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35386404";"MAXWOOD";"M5110 / M5120 / M5130 / 9700";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35388303";"Ao Li Xin";"T33i";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35394604";"LEKAL";"V98";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35396000";"Etom";"VSK6000";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35396500";"SiS";"Qool Q108";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35398200";"Splin";"GPRS-Bingo";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35398304";"StarGSM";"I330 Bachelor";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35399800";"Extra Large";"EVC Exipnada 5";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35400100";"Globe Staff";"GeoCell and SimTrace";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35400400";"Yenhwong";"YH 555";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35402600";"Teltest";"iDL301";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35403303";"G'Five";"U818";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35403800";"Tecnologia GPS";"AVL 220 / 221";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35404300";"Quasar";"SmartCell 111L / 212 / 311";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35404400";"Arbitron";"WL / GSM Hub / WL / GSM Hub Locator";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35405100";"Bluewinc";"BG-A308";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35407604";"BELLZUN";"M198 / L600 / 9600 / E96";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35410400";"Erco & Gener";"GSM ACE Indus";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35410603";"Twings";"D903";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35410803";"Lexes";"S80";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35410903";"Sanwatel";"A200i+";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35412004";"MAXUS";"m8800 / m-811 / m-818 / m-888";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35413000";"Semiconductores Investigacion y Diseno";"MoviFriend";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35413901";"SANSUI";"V929";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35420100";"ONDA";"N2020";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35425603";"Reysol";"G18";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35426303";"Virtue";"V55";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35426803";"Master";"S-96";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35427100";"IXI Ogo";"CT-17";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35428200";"Xplore";"M28";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35428703";"Day";"D31";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35428903";"NG Mobile";"NG444";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35429003";"Platinum";"ST101";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35429803";"Textel";"E71+ / K2";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35430803";"Kotlo";"K1";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35432103";"Hua Xia Mobile";"A200+";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35435103";"Noriko";"S20";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35435703";"JP";"72";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35436802";"Imax";"C20";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35437403";"ENTi";"D903";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35441700";"Medion";"MD 95100";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35445803";"K-Mobile";"K8516V";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35450204";"GG";"6230i / A300 / 7600 / G51 / 6680i";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35451704";"HeZheng YangGuang";"W520U";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"'35453000";"Gradiente Eletr+Ã‚Â¦nica S/A";"Neo Cam";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35453104";"XINUOLONG";"Z1 / Z2 / Z3 / Z5";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35454700";"Beijing";"S700c";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35456504";"KECHAO";"K95";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35457603";"ARTIS";"A6";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35459500";"Huawei";"U626";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"'35460301";"WellcoM";"W301 / W320 / W910";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35460303";"Phoenix";"MC2";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35468200";"Voxtel";"V50";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35471100";"Yamah";"858";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35471903";"Sky Mobiles";"SCORPIO-II";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"'35472904";"LTC";"L100 / L200 / L300 / L400 / L500";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35473703";"Samtel";"SAMTEL K7";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35476003";"WENTTO";"F71";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35476301";"Anycool";"D66+";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35477303";"Windowspower";"H1";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35479203";"j.c.p";"J1";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35480902";"Gigabyte g-Smart";"MS820";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"'35482004";"SBB";"C1";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35485100";"neo";"808i";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35488503";"Yuhai Zhang";"H1+";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35488603";"lexus";"7700";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35491103";"YoCall";"H16";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35492100";"Beko";"B530";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35492103";"KingTech";"K99";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35493700";"Sed";"ht818";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35495903";"Showtone";"VR-101";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35496403";"GCI";"I+";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35496503";"j-star";"js747";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35496703";"Airfone";"AF21";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35497003";"Xinlian";"i-5";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35497903";"Merzay";"M7 / M8 / M9 / S500 / S7 / D7 / NG8";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35498103";"RiXin";"E77 / E66i / E67 / T510 / N96 / T500 / T520";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35504703";"Olympia";"M800";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35504803";"Kinglane";"KL-6301";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35505003";"Hermes";"212";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35505103";"Platinium";"S500";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35506503";"WPTEL";"A6";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35507203";"TianYu";"H8";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35507303";"G&T";"G600";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35509102";"TECNO";"T780";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35509903";"Xinbiaoda";"E100";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35510600";"CSI";"FWP 910";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35510703";"CCK";"H4";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35513500";"ASUS";"M303";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35516002";"Louis";"VII";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35521404";"ORANGE PHONE";"R-777 / B-2 / O-007 / A-107 / O-2";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35526803";"Mobistar";"M210";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35527302";"Mastone";"M628";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35532402";"Bleu";"471x";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35534003";"Mi-Fone";"Mi-212";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35535303";"Xinshi";"PAWAN-P008";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35535603";"Amir";"N99+";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35536101";"Elitek";"X6200";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35536503";"COOGLE";"R95";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35536603";"WIRELESS";"R95";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35537600";"claro";"6020";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35539203";"Kmobile";"X8501";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35542403";"HONGZI";"H968";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35543003";"NG moble";"NG66";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35544303";"VIVI";"D1";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35547703";"SV";"BS812";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35548100";"ArÃƒÂ§elik";"AC630";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35548803";"Henston";"H35NT";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35550303";"Asion-Star";"X8501";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35550304";"BANLON ";"B828 / T3 / B6303 / B600 / B2690 / B5130 / B100 / B200";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35552000";"G-star";"GM301";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35555403";"SUNCELL";"TT-V300";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35556302";"GNET";"G9000";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35556503";"XK";"S1";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35556603";"Sambao";"D384";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35556603";"XK Telecom";"D384";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35556803";"Shunkia";"SK187 / SK188 / SK189 / SK218 / SK288 / M12";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35558300";"SISTECK";"CT1";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35562200";"MYWAY";"MW100";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35564804";"ZHT";"5130 / 6700 / F800 / F900";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35565602";"QXQ";"L39";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35565803";"Ding Bang";"M66";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35566703";"YXTel";"8901";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35569103";"IXUSS";"N55";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35572100";"FLY (VKMobile)";"X3";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35572504";"COVE";"C900";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35576803";"Beihot";"VX99";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35577403";"G-Hanzs";"G600";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35578003";"J-Max";"6700";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35578104";"GJ TOP-1";"V222 / V555 / V777 / V888";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35579103";"eNAVI";"GT-95";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35580800";"Ktech";"V3x";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35582003";"Xie";"X100";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35584500";"Dirland";"P708";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35585000";"Gradiente";"GCL-1";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35585300";"BBK";"BKG-331";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35588702";"Uriver";"UR5";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35590404";"UPPTEL";"U200 / U300 / U700 / TV100 / TV200";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35591103";"Filka Mobile";"F82";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35591303";"Mikachi98";"S-98";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35591903";"Riviera";"R5N";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35592103";"MEX";"S30";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35592300";"golden age";"K701";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35593703";"X-PHONE";"E661";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35594003";"AFCOM";"P5000";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35594303";"KINGSON";"KS66";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"'35594503";"Vaino";"V818";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
