"00440001";"BenQ Mobile GmbH & Co. OHG";"Prototype";"will be Updated";"will be Updated"
"00440100";"Benq-Siemens";"Prototype";"will be Updated";"will be Updated"
"01020100";"Siemens AG";"SL56";"PCS Type Certification Review Board (PTCRB)";"North America"
"01020900";"Siemens AG";"S46";"PCS Type Certification Review Board (PTCRB)";"North America"
"01022200";"LG Electronics ";"1400/4100/4010";"PCS Type Certification Review Board (PTCRB)";"North America"
"01030500";"LG Electronics ";"G4011";"PCS Type Certification Review Board (PTCRB)";"North America"
"01033900";"Nokia Mobile Phones Ltd";"RH-29 / N-Gage QD";"PCS Type Certification Review Board (PTCRB)";"North America"
"01034500";"LG Electronics ";"C1200";"PCS Type Certification Review Board (PTCRB)";"North America"
"01034600";"LG Electronics ";"C1300i";"PCS Type Certification Review Board (PTCRB)";"North America"
"01037800";"LG Electronics ";"G4015";"PCS Type Certification Review Board (PTCRB)";"North America"
"01037900";"LG Electronics ";"L1150";"PCS Type Certification Review Board (PTCRB)";"North America"
"01042100";"LG Electronics ";"G4020";"PCS Type Certification Review Board (PTCRB)";"North America"
"01045700";"LG Electronics ";"1300";"PCS Type Certification Review Board (PTCRB)";"North America"
"01047300";"Benq-Siemens";"Prototype";"PCS Type Certification Review Board (PTCRB)";"North America"
"01047500";"LG Electronics ";"C1300i";"PCS Type Certification Review Board (PTCRB)";"North America"
"01052900";"LG Electronics ";"C1300i";"PCS Type Certification Review Board (PTCRB)";"North America"
"01054000";"LG Electronics ";"F9100";"PCS Type Certification Review Board (PTCRB)";"North America"
"01056400";"LG Electronics ";"C1300i";"PCS Type Certification Review Board (PTCRB)";"North America"
"01060500";"LG Electronics ";"C1300i";"PCS Type Certification Review Board (PTCRB)";"North America"
"01062800";"LG Electronics ";"LG-2000";"PCS Type Certification Review Board (PTCRB)";"North America"
"01074200";"LG Electronics ";"C2000";"PCS Type Certification Review Board (PTCRB)";"North America"
"01078200";"LG Electronics ";"C2000";"PCS Type Certification Review Board (PTCRB)";"North America"
"01085100";"LG Electronics ";"CU500";"PCS Type Certification Review Board (PTCRB)";"North America"
"01096500";"Nokia Mobile Phones Ltd";"RH-74 / 6061";"PCS Type Certification Review Board (PTCRB)";"North America"
"01096600";"Nokia Mobile Phones Ltd";"RH-74 / 6061";"PCS Type Certification Review Board (PTCRB)";"North America"
"01114600";"Nokia Mobile Phones Ltd";"RH-74 / 6061";"PCS Type Certification Review Board (PTCRB)";"North America"
"10015000";"Motorola Inc.";"i860";"will be Updated";"will be Updated"
"10099000";"Unknown";"PCMCIA Card";"will be Updated";"will be Updated"
"10134000";"Siemens AG";"C56";"will be Updated";"will be Updated"
"10135000";"Psion";"Netpad 5110 / 5310 / 5510 / 5710";"will be Updated";"will be Updated"
"10144500";"Nokia Mobile Phones Ltd";"RH-13 / 6340i";"will be Updated";"will be Updated"
"10166700";"SonyEricsson";"T290a";"will be Updated";"will be Updated"
"10194000";"Blackberry";"7230";"will be Updated";"will be Updated"
"10196000";"Samsung Electronics";"SGH-S300";"will be Updated";"will be Updated"
"10196000";"Samsung Electronics ";"SGH-S300m";"will be Updated";"will be Updated"
"10196800";"Samsung Electronics ";"SGH-S300m";"will be Updated";"will be Updated"
"10209000";"SonyEricsson";"T226";"will be Updated";"will be Updated"
"10215000";"Handspring";"Treo 600";"will be Updated";"will be Updated"
"10237000";"Blackberry";"7730";"will be Updated";"will be Updated"
"10239000";"Samsung Electronics ";"SGH-S300m";"will be Updated";"will be Updated"
"10260000";"Nokia Mobile Phones Ltd";"NHL-10 / 6600";"will be Updated";"will be Updated"
"10272000";"e-Mobile";"motorola c200";"will be Updated";"will be Updated"
"10340000";"PalmOne ";"TREO 600";"will be Updated";"will be Updated"
"10508000";"Samsung Electronics";"SGH-S342i";"will be Updated";"will be Updated"
"10622000";"LG Electronics ";"C2000";"will be Updated";"will be Updated"
"15050000";"PhilipsPanasonic Mobile Communications Co Ltd";"EB-2601";"will be Updated";"will be Updated"
"22803500";"Wavecom";"WMO2-G1800";"will be Updated";"will be Updated"
"25228200";"NEC Corporation";"e616";"will be Updated";"will be Updated"
"25268400";"Motorola Inc.";"C115";"will be Updated";"will be Updated"
"30000100";"Motorola Inc.";"9500";"will be Updated";"will be Updated"
"33000100";"Alcatel Radiotelephone ";"9109MA, PA, DA";"will be Updated";"will be Updated"
"33000153";"Alcatel Radiotelephone ";"9109MA, PA, DA";"will be Updated";"will be Updated"
"33000200";"Alcatel Radiotelephone ";"9109 HA";"will be Updated";"will be Updated"
"33000253";"Alcatel Radiotelephone ";"9109 HA";"will be Updated";"will be Updated"
"33000345";"Alcatel Radiotelephone ";"9109MA, PA, DA";"will be Updated";"will be Updated"
"33000500";"Alcatel Radiotelephone ";"9109 MB1";"will be Updated";"will be Updated"
"33000553";"Alcatel Radiotelephone ";"9109 MB1";"will be Updated";"will be Updated"
"33000700";"Alcatel Radiotelephone ";"9109 HB 100";"will be Updated";"will be Updated"
"33000753";"Alcatel Radiotelephone ";"9109 HB 100";"will be Updated";"will be Updated"
"33001000";"Alcatel Radiotelephone ";"9109 MB2";"will be Updated";"will be Updated"
"33001100";"Sagem ";"RC 430";"will be Updated";"will be Updated"
"33001200";"Sagem ";"RC 430";"will be Updated";"will be Updated"
"33001235";"Sagem ";"RC 430";"will be Updated";"will be Updated"
"33001295";"Sagem ";"RC 430";"will be Updated";"will be Updated"
"33001400";"Alcatel Radiotelephone ";"HC 400";"will be Updated";"will be Updated"
"33001453";"Alcatel Radiotelephone ";"HC 400";"will be Updated";"will be Updated"
"33001500";"Alcatel Radiotelephone ";"HC 600";"will be Updated";"will be Updated"
"33001553";"Alcatel Radiotelephone ";"HC 600";"will be Updated";"will be Updated"
